Year,ANZSCO,Occupation,National_Shortage_Rating,New_South_Wales_Shortage_Rating,Victoria_Shortage_Rating,Queensland_Shortage_Rating,South_Australia_Shortage_Rating,Western_Australia_Shortage_Rating,Tasmania_Shortage_Rating,Northern_Territory_Shortage_Rating,Australian_Capital_Territory_Shortage_Rating,Skill_Level
2024,253915,Pathologist,Shortage,No Shortage,Shortage,Regional Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,253917,Diagnostic and Interventional Radiologist,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,253918,Radiation Oncologist,Shortage,Shortage,Shortage,Regional Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,253999,Medical Practitioners nec,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,254111,Midwife,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,254211,Nurse Educator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,254212,Nurse Researcher,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,254311,Nurse Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,254411,Nurse Practitioner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,254412,Registered Nurse (Aged Care),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,254413,Registered Nurse (Child and Family Health),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,254414,Registered Nurse (Community Health),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Regional Shortage,Shortage,1
2024,254415,Registered Nurse (Critical Care and Emergency),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,254416,Registered Nurse (Developmental Disability),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,254417,Registered Nurse (Disability and Rehabilitation),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,254418,Registered Nurse (Medical),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,254421,Registered Nurse (Medical Practice),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,254422,Registered Nurse (Mental Health),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,254423,Registered Nurse (Perioperative),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,254424,Registered Nurse (Surgical),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,254425,Registered Nurse (Paediatrics),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,254499,Registered Nurses nec,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,261111,ICT Business Analyst,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2024,261112,Systems Analyst,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,261113,User Experience Designer (ICT),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2024,261211,Multimedia Specialist,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,1
2024,261212,Web Developer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,261311,Analyst Programmer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,261312,Developer Programmer,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,261313,Software Engineer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,261314,Software Tester,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,261315,Cyber Security Engineer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,261316,Devops Engineer,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,261317,Penetration Tester,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,261399,Software and Applications Programmers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1
2024,262111,Database Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,262113,Systems Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2024,262114,Cyber Governance Risk and Compliance Specialist,Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,262115,Cyber Security Advice and Assessment Specialist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,262116,Cyber Security Analyst,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,262117,Cyber Security Architect,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,262118,Cyber Security Operations Coordinator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,263111,Computer Network and Systems Engineer,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,Shortage,No Shortage,Shortage,No Shortage,1
2024,263112,Network Administrator,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,263113,Network Analyst,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,263211,ICT Quality Assurance Engineer,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,263212,ICT Support Engineer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2024,263213,ICT Systems Test Engineer,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2024,263299,ICT Support and Test Engineers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,263311,Telecommunications Engineer,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,263312,Telecommunications Network Engineer,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,271111,Barrister,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,271214,Intellectual Property Lawyer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,271299,Judicial and Other Legal Professionals nec,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2024,271311,Solicitor,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,272111,Careers Counsellor,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1
2024,272112,Drug and Alcohol Counsellor,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,1
2024,272113,Family and Marriage Counsellor,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1
2024,272114,Rehabilitation Counsellor,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,272115,Student Counsellor,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1
2024,272199,Counsellors nec,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,1
2024,272211,Minister of Religion,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,272311,Clinical Psychologist,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,272312,Educational Psychologist,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,272313,Organisational Psychologist,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1
2024,272314,Psychotherapist,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,272399,Psychologists nec,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,272411,Historian,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,272412,Interpreter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2024,272413,Translator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,272414,Archaeologist,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,272499,Social Professionals nec,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2024,272511,Social Worker,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2024,272611,Community Arts Worker,No Shortage,Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,272612,Recreation Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2024,272613,Welfare Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2024,311112,Agricultural and Agritech Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,2
2024,311113,Animal Husbandry Technician,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,2
2024,311114,Aquaculture or Fisheries Technician,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,2
2024,311115,Irrigation Designer,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,2
2024,311211,Anaesthetic Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311212,Cardiac Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311213,Medical Laboratory Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311214,Operating Theatre Technician,No Shortage,No Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,311215,Pharmacy Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2024,311216,Pathology Collector,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2024,311217,Respiratory Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311299,Medical Technicians nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311311,Fisheries Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311312,Meat Inspector,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,2
2024,311313,Biosecurity Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311314,Primary Products Quality Assurance Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311399,Primary Products Assurance and Inspection Officers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311411,Chemistry Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311412,Earth Science Technician,Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2
2024,311413,Life Science Technician,No Shortage,No Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311414,School Laboratory Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311415,Hydrographer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,311499,Science Technicians nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,312111,Architectural Draftsperson,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,No Shortage,2
2024,312112,Building Associate,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2
2024,312113,Building Inspector,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2024,312114,Construction Estimator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2024,312115,Plumbing Inspector,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,312116,Surveying or Spatial Science Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2
2024,312199,"Architectural, Building and Surveying Technicians nec",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,312211,Civil Engineering Draftsperson,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2024,312212,Civil Engineering Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2024,312311,Electrical Engineering Draftsperson,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,2
2024,312312,Electrical Engineering Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2
2024,312411,Electronic Engineering Draftsperson,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,2
2024,312412,Electronic Engineering Technician,No Shortage,No Shortage,Shortage,No Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,2
2024,312511,Mechanical Engineering Draftsperson,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2024,312512,Mechanical Engineering Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2024,312611,Safety Inspector,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2
2024,312911,Maintenance Planner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2
2024,312912,Metallurgical or Materials Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2024,312913,Mine Deputy,Regional Shortage,Shortage,Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,No Shortage,Shortage,2
2024,312914,Other Draftsperson,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,312999,Building and Engineering Technicians nec,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2
2024,313111,Hardware Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2
2024,313112,ICT Customer Support Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2
2024,313113,Web Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,313199,ICT Support Technicians nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2
2024,313211,Radiocommunications Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2
2024,313212,Telecommunications Field Engineer,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,313213,Telecommunications Network Planner,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2024,313214,Telecommunications Technical Officer or Technologist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2
2024,321111,Automotive Electrician,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,321211,Motor Mechanic (General),Shortage,Shortage,Regional Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,321212,Diesel Motor Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,321213,Motorcycle Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,321214,Small Engine Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,322111,Blacksmith,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2024,322112,Electroplater,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,322113,Farrier,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,322114,Metal Casting Trades Worker,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,322115,Metal Polisher,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2024,322211,Sheetmetal Worker,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,322311,Metal Fabricator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,322312,Pressure Welder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,322313,Welder (First Class),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,323111,Aircraft Maintenance Engineer (Avionics),Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,323112,Aircraft Maintenance Engineer (Mechanical),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,323113,Aircraft Maintenance Engineer (Structures),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,323211,Fitter (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,323212,Fitter and Turner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,323213,Fitter-Welder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,323214,Metal Machinist (First Class),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,323215,"Textile, Clothing and Footwear Mechanic",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,3
2024,323299,Metal Fitters and Machinists nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,3
2024,323311,Engraver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2024,323312,Gunsmith,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2024,323313,Locksmith,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,323314,Precision Instrument Maker and Repairer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2024,323315,Saw Doctor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2024,323316,Watch and Clock Maker and Repairer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2024,323411,Engineering Patternmaker,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,323412,Toolmaker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,324111,Panelbeater,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,324211,Vehicle Body Builder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,324212,Vehicle Trimmer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,324311,Vehicle Painter,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,331111,Bricklayer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,331112,Stonemason,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,331211,Carpenter and Joiner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,331212,Carpenter,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,331213,Joiner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,332111,Floor Finisher,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,332211,Painter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,333111,Glazier,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,333211,Plasterer (Wall and Ceiling),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,333212,Renderer (Solid Plaster),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,333311,Roof Tiler,Shortage,Shortage,No Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,3
2024,333411,Wall and Floor Tiler,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,334112,Airconditioning and Mechanical Services Plumber,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,334113,Drainer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,334114,Gasfitter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,334115,Roof Plumber,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,334116,Plumber (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,334117,Fire Protection Plumber,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,341111,Electrician (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,341112,Electrician (Special Class),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,341113,Lift Mechanic,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,3
2024,342111,Airconditioning and Refrigeration Mechanic,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,342211,Electrical Linesworker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,342212,Technical Cable Jointer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,342311,Business Machine Mechanic,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,3
2024,342312,Communications Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2024,342313,Electronic Equipment Trades Worker,Shortage,No Shortage,Regional Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,342314,Electronic Instrument Trades Worker (General),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,3
2024,342315,Electronic Instrument Trades Worker (Special Class),Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,342411,Cabler (Data and Telecommunications),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,342412,Telecommunications Cable Jointer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,342413,Telecommunications Linesworker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3
2024,342414,Telecommunications Technician,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,351111,Baker,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,351112,Pastrycook,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,351211,Butcher or Smallgoods Maker,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
2024,351311,Chef,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2024,351411,Cook,Shortage,Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,3
2024,361111,Dog Handler or Trainer,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2024,361112,Horse Trainer,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,No Shortage,Shortage,3
2024,361113,Pet Groomer,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
